PassengerId,Survived,ScaledClass,ScaledSex,AgeRecorded,ScaledFare,ScaledParch,ScaledSibSp,ScaledCabin,ScaledNumberOfCabins,ScaledEmbarked,ScaledSumFamily,OnOwn,MaleOnOwn
221,1,0.0,0.0,1.0,0.015712553569072387,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
222,0,0.5,0.0,1.0,0.025374310111545468,0.0,0.0,0.5,0.25,0.3,0.0,0.0,0.0
223,0,0.0,0.0,1.0,0.015712553569072387,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
224,0,0.0,0.0,0.0,0.015411575213749284,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
225,1,1.0,0.0,1.0,0.17566830077223786,0.0,0.125,0.75,0.25,0.3,0.1,1.0,1.0
226,0,0.0,0.0,1.0,0.01824998458022693,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
227,1,0.5,0.0,1.0,0.020494635090094415,0.0,0.0,0.5,0.25,0.3,0.0,0.0,0.0
228,0,0.0,0.0,1.0,0.014151057562208049,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
229,0,0.5,0.0,1.0,0.025374310111545468,0.0,0.0,0.5,0.25,0.3,0.0,0.0,0.0
230,0,0.0,1.0,0.0,0.04970768794751499,0.16666666666666666,0.375,0.25,0.25,0.3,0.4,1.0,0.0
231,1,1.0,1.0,1.0,0.16293234896625058,0.0,0.125,0.75,0.25,0.3,0.1,1.0,0.0
232,0,0.0,0.0,1.0,0.015175789316712771,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
233,0,0.5,0.0,1.0,0.026350245115835676,0.0,0.0,0.5,0.25,0.3,0.0,0.0,0.0
234,1,0.0,1.0,1.0,0.061264319894317944,0.3333333333333333,0.5,0.25,0.25,0.3,0.6,1.0,0.0
235,0,0.5,0.0,1.0,0.020494635090094415,0.0,0.0,0.5,0.25,0.3,0.0,0.0,0.0
236,0,0.0,1.0,0.0,0.014736618564782174,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
237,0,0.5,0.0,1.0,0.050748620223090936,0.0,0.125,0.5,0.25,0.3,0.1,1.0,1.0
238,1,0.5,1.0,1.0,0.05123658772523604,0.3333333333333333,0.0,0.5,0.25,0.3,0.2,1.0,0.0
239,0,0.5,0.0,1.0,0.020494635090094415,0.0,0.0,0.5,0.25,0.3,0.0,0.0,0.0
240,0,0.5,0.0,1.0,0.023959204355324663,0.0,0.0,0.5,0.25,0.3,0.0,0.0,0.0
241,0,0.0,1.0,0.0,0.028212719478023115,0.0,0.125,0.25,0.25,0.4,0.1,1.0,0.0
242,1,0.0,1.0,0.0,0.030253985132996517,0.0,0.125,0.25,0.25,1.0,0.1,1.0,0.0
243,0,0.5,0.0,1.0,0.020494635090094415,0.0,0.0,0.5,0.25,0.3,0.0,0.0,0.0
244,0,0.0,0.0,1.0,0.013907073811135496,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
245,0,0.0,0.0,1.0,0.014102260811993537,0.0,0.0,0.25,0.25,0.4,0.0,0.0,0.0
246,0,1.0,0.0,1.0,0.17566830077223786,0.0,0.25,0.75,0.25,1.0,0.2,1.0,1.0
247,0,0.0,1.0,1.0,0.015175789316712771,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
248,1,0.5,1.0,1.0,0.028302115124416098,0.3333333333333333,0.0,0.5,0.25,0.3,0.2,1.0,0.0
249,1,1.0,0.0,1.0,0.10257896680493714,0.16666666666666666,0.125,0.625,0.25,0.3,0.2,1.0,1.0
250,0,0.5,0.0,1.0,0.050748620223090936,0.0,0.125,0.5,0.25,0.3,0.1,1.0,1.0
251,0,0.0,0.0,0.0,0.014151057562208049,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
252,0,0.0,1.0,1.0,0.02042143996477265,0.16666666666666666,0.125,0.25,0.25,0.3,0.2,1.0,0.0
253,0,1.0,0.0,1.0,0.051822148727810165,0.0,0.0,0.75,0.25,0.3,0.0,0.0,0.0
254,0,0.0,0.0,1.0,0.031425107138144774,0.0,0.125,0.25,0.25,0.3,0.1,1.0,1.0
255,0,0.0,1.0,1.0,0.039452172548431745,0.3333333333333333,0.0,0.25,0.25,0.3,0.2,1.0,0.0
256,1,0.0,1.0,1.0,0.029757819776815374,0.3333333333333333,0.0,0.25,0.25,0.4,0.2,1.0,0.0
257,1,1.0,1.0,0.0,0.15458810467956932,0.0,0.0,0.875,0.25,0.4,0.0,0.0,0.0
258,1,1.0,1.0,1.0,0.16883675574220638,0.0,0.0,0.875,0.25,0.3,0.0,0.0,0.0
259,1,1.0,1.0,1.0,1.0,0.0,0.0,0.875,0.25,0.4,0.0,0.0,0.0
260,1,0.5,1.0,1.0,0.050748620223090936,0.16666666666666666,0.0,0.5,0.25,0.3,0.1,1.0,0.0
261,0,0.0,0.0,0.0,0.015126992566498259,0.0,0.0,0.25,0.25,1.0,0.0,0.0,0.0
262,1,0.0,0.0,1.0,0.061264319894317944,0.3333333333333333,0.5,0.25,0.25,0.3,0.6,1.0,1.0
263,0,1.0,0.0,1.0,0.1554664461834305,0.16666666666666666,0.125,0.5,0.25,0.3,0.2,1.0,1.0
264,0,1.0,0.0,1.0,0.0,0.0,0.0,0.875,0.25,0.3,0.0,0.0,0.0
265,0,0.0,1.0,0.0,0.015126992566498259,0.0,0.0,0.25,0.25,1.0,0.0,0.0,0.0
266,0,0.5,0.0,1.0,0.020494635090094415,0.0,0.0,0.5,0.25,0.3,0.0,0.0,0.0
267,0,0.0,0.0,1.0,0.07746484096553544,0.16666666666666666,0.5,0.25,0.25,0.3,0.5,1.0,1.0
268,1,0.0,0.0,1.0,0.015175789316712771,0.0,0.125,0.25,0.25,0.3,0.1,1.0,1.0
269,1,1.0,1.0,1.0,0.2995388511917728,0.16666666666666666,0.0,0.75,0.25,0.3,0.1,1.0,0.0
270,1,1.0,1.0,1.0,0.2647385704347907,0.0,0.0,0.75,0.25,0.3,0.0,0.0,0.0
271,0,1.0,0.0,0.0,0.060507970265993034,0.0,0.0,0.875,0.25,0.3,0.0,0.0,0.0
272,1,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
273,1,0.5,1.0,1.0,0.0380614651673182,0.16666666666666666,0.0,0.5,0.25,0.3,0.1,1.0,0.0
274,0,1.0,0.0,1.0,0.057970539254838485,0.16666666666666666,0.0,0.75,0.25,0.4,0.1,1.0,1.0
275,1,0.0,1.0,0.0,0.015126992566498259,0.0,0.0,0.25,0.25,1.0,0.0,0.0,0.0
276,1,1.0,1.0,1.0,0.15216446768991498,0.0,0.125,0.625,0.25,0.3,0.1,1.0,0.0
277,0,0.0,1.0,1.0,0.015126992566498259,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
278,0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.3,0.0,0.0,0.0
279,0,0.0,0.0,1.0,0.056848213999904744,0.16666666666666666,0.5,0.25,0.25,1.0,0.5,1.0,1.0
280,1,0.0,1.0,1.0,0.03952536767375352,0.16666666666666666,0.125,0.25,0.25,0.3,0.2,1.0,0.0
281,0,0.0,0.0,1.0,0.015126992566498259,0.0,0.0,0.25,0.25,1.0,0.0,0.0,0.0
282,0,0.0,0.0,1.0,0.015330377421392339,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
283,0,0.0,0.0,1.0,0.018542765081513996,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
284,1,0.0,0.0,1.0,0.015712553569072387,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
285,0,1.0,0.0,0.0,0.050748620223090936,0.0,0.0,1.0,0.25,0.3,0.0,0.0,0.0
286,0,0.0,0.0,1.0,0.016908073949327893,0.0,0.0,0.25,0.25,0.4,0.0,0.0,0.0
287,1,0.0,0.0,1.0,0.018542765081513996,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
288,0,0.0,0.0,1.0,0.015411575213749284,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
289,1,0.5,0.0,1.0,0.025374310111545468,0.0,0.0,0.5,0.25,0.3,0.0,0.0,0.0
290,1,0.0,1.0,1.0,0.015126992566498259,0.0,0.0,0.25,0.25,1.0,0.0,0.0,0.0
291,1,1.0,1.0,1.0,0.15390495017656614,0.0,0.0,0.875,0.25,0.3,0.0,0.0,0.0
292,1,1.0,1.0,1.0,0.17777475888549785,0.0,0.125,0.875,0.25,0.4,0.1,1.0,0.0
293,0,0.5,0.0,1.0,0.025130326360472913,0.0,0.0,0.625,0.25,0.4,0.0,0.0,0.0
294,0,0.0,1.0,1.0,0.01727404957593672,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
295,0,0.0,0.0,1.0,0.015411575213749284,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
296,0,1.0,0.0,0.0,0.05410739813385612,0.0,0.0,0.875,0.25,0.4,0.0,0.0,0.0
297,0,0.0,0.0,1.0,0.014110458666029575,0.0,0.0,0.25,0.25,0.4,0.0,0.0,0.0
298,0,1.0,1.0,1.0,0.29580589980036276,0.3333333333333333,0.125,0.75,0.5,0.3,0.3,1.0,0.0
299,1,1.0,0.0,0.0,0.05953203526170282,0.0,0.0,0.75,0.25,0.3,0.0,0.0,0.0
300,1,1.0,1.0,1.0,0.4831284260198326,0.16666666666666666,0.0,0.875,0.5,0.4,0.1,1.0,0.0
301,1,0.0,1.0,0.0,0.015126992566498259,0.0,0.0,0.25,0.25,1.0,0.0,0.0,0.0
302,1,0.0,0.0,0.0,0.04538097769949478,0.0,0.25,0.25,0.25,1.0,0.2,1.0,1.0
303,0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
304,1,0.5,1.0,0.0,0.024105594605968193,0.0,0.0,0.5,0.25,1.0,0.0,0.0,0.0
305,0,0.0,0.0,0.0,0.015712553569072387,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
306,1,1.0,0.0,1.0,0.29580589980036276,0.3333333333333333,0.125,0.75,0.5,0.3,0.3,1.0,1.0
307,1,1.0,1.0,0.0,0.21642978772242535,0.0,0.0,0.875,0.25,0.4,0.0,0.0,0.0
308,1,1.0,1.0,1.0,0.2125586439344078,0.0,0.125,0.75,0.25,0.4,0.1,1.0,0.0
309,0,0.5,0.0,1.0,0.04684488020593009,0.0,0.125,0.5,0.25,0.4,0.1,1.0,1.0
310,1,1.0,1.0,1.0,0.11111839809247648,0.0,0.0,0.5,0.25,0.4,0.0,0.0,0.0
311,1,1.0,1.0,1.0,0.16231419173453318,0.0,0.0,0.75,0.25,0.4,0.0,0.0,0.0
312,1,1.0,1.0,1.0,0.5121218935012878,0.3333333333333333,0.25,0.875,1.0,0.4,0.4,1.0,0.0
313,0,0.5,1.0,1.0,0.050748620223090936,0.16666666666666666,0.125,0.5,0.25,0.3,0.2,1.0,0.0
314,0,0.0,0.0,1.0,0.015411575213749284,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
315,0,0.5,0.0,1.0,0.05123658772523604,0.16666666666666666,0.125,0.5,0.25,0.3,0.2,1.0,1.0
316,1,0.0,1.0,1.0,0.015330377421392339,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
317,1,0.5,1.0,1.0,0.050748620223090936,0.0,0.125,0.5,0.25,0.3,0.1,1.0,0.0
318,0,0.5,0.0,1.0,0.027326180120125887,0.0,0.0,0.5,0.25,0.3,0.0,0.0,0.0
319,1,1.0,1.0,1.0,0.32179836714362564,0.3333333333333333,0.0,0.75,0.25,0.3,0.2,1.0,0.0
320,1,1.0,1.0,1.0,0.2625265161540666,0.16666666666666666,0.125,0.5,0.25,0.4,0.2,1.0,0.0
321,0,0.0,0.0,1.0,0.014151057562208049,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
322,0,0.0,0.0,1.0,0.015411575213749284,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
323,1,0.5,1.0,1.0,0.024105594605968193,0.0,0.0,0.5,0.25,1.0,0.0,0.0,0.0
324,1,0.5,1.0,1.0,0.056604230248832196,0.16666666666666666,0.125,0.5,0.25,0.3,0.2,1.0,0.0
325,0,0.0,0.0,0.0,0.13575255909676823,0.3333333333333333,1.0,0.25,0.25,0.3,1.0,1.0,1.0
326,1,1.0,1.0,1.0,0.2647385704347907,0.0,0.0,0.75,0.25,0.4,0.0,0.0,0.0
327,0,0.0,0.0,1.0,0.012174789178520372,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
328,1,0.5,1.0,1.0,0.025374310111545468,0.0,0.0,0.625,0.25,0.3,0.0,0.0,0.0
329,1,0.0,1.0,1.0,0.04006213192611313,0.16666666666666666,0.125,0.25,0.25,0.3,0.2,1.0,0.0
330,1,1.0,1.0,1.0,0.11316786160148591,0.16666666666666666,0.0,0.875,0.25,0.4,0.1,1.0,0.0
331,1,0.0,1.0,0.0,0.04538097769949478,0.0,0.25,0.25,0.25,1.0,0.2,1.0,0.0
332,0,1.0,0.0,1.0,0.055628295244541985,0.0,0.0,0.75,0.25,0.3,0.0,0.0,0.0
333,0,1.0,0.0,1.0,0.2995388511917728,0.16666666666666666,0.0,0.75,0.25,0.3,0.1,1.0,1.0
334,0,0.0,0.0,1.0,0.03513366015444757,0.0,0.25,0.25,0.25,0.3,0.2,1.0,1.0
335,1,1.0,1.0,0.0,0.2608674266467732,0.0,0.125,0.875,0.25,0.3,0.1,1.0,0.0
336,0,0.0,0.0,0.0,0.015411575213749284,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
337,0,1.0,0.0,1.0,0.12999454257145598,0.0,0.125,0.75,0.25,0.3,0.1,1.0,1.0
338,1,1.0,1.0,1.0,0.2625265161540666,0.0,0.0,0.5,0.25,0.4,0.0,0.0,0.0
339,1,0.0,0.0,1.0,0.015712553569072387,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
340,0,1.0,0.0,1.0,0.06929138530460492,0.0,0.0,0.125,0.25,0.3,0.0,0.0,0.0
341,1,0.5,0.0,1.0,0.050748620223090936,0.16666666666666666,0.125,0.375,0.25,0.3,0.2,1.0,1.0
342,1,1.0,1.0,1.0,0.5133418122566505,0.3333333333333333,0.375,0.75,0.75,0.3,0.5,1.0,0.0
343,0,0.5,0.0,1.0,0.025374310111545468,0.0,0.0,0.5,0.25,0.3,0.0,0.0,0.0
344,0,0.5,0.0,1.0,0.025374310111545468,0.0,0.0,0.5,0.25,0.3,0.0,0.0,0.0
345,0,0.5,0.0,1.0,0.025374310111545468,0.0,0.0,0.5,0.25,0.3,0.0,0.0,0.0
346,1,0.5,1.0,1.0,0.025374310111545468,0.0,0.0,0.375,0.25,0.3,0.0,0.0,0.0
347,1,0.5,1.0,1.0,0.025374310111545468,0.0,0.0,0.5,0.25,0.3,0.0,0.0,0.0
348,1,0.0,1.0,0.0,0.031425107138144774,0.0,0.125,0.25,0.25,0.3,0.1,1.0,0.0
349,1,0.0,0.0,1.0,0.031034733136428686,0.16666666666666666,0.125,0.25,0.25,0.3,0.2,1.0,1.0
350,0,0.0,0.0,1.0,0.016908073949327893,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
351,0,0.0,0.0,1.0,0.01800600082915438,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
352,0,1.0,0.0,0.0,0.06831545030031472,0.0,0.0,0.75,0.25,0.3,0.0,0.0,0.0
353,0,0.0,0.0,1.0,0.014110458666029575,0.16666666666666666,0.125,0.25,0.25,0.4,0.2,1.0,1.0
354,0,0.0,0.0,1.0,0.034743286152731485,0.0,0.125,0.25,0.25,0.3,0.1,1.0,1.0
355,0,0.0,0.0,0.0,0.014102260811993537,0.0,0.0,0.25,0.25,0.4,0.0,0.0,0.0
356,0,0.0,0.0,1.0,0.018542765081513996,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
357,1,1.0,1.0,1.0,0.10735285047192313,0.16666666666666666,0.0,0.5,0.25,0.3,0.1,1.0,0.0
358,0,0.5,1.0,1.0,0.025374310111545468,0.0,0.0,0.5,0.25,0.3,0.0,0.0,0.0
359,1,0.0,1.0,0.0,0.01537917417160685,0.0,0.0,0.25,0.25,1.0,0.0,0.0,0.0
360,1,0.0,1.0,0.0,0.01537917417160685,0.0,0.0,0.25,0.25,1.0,0.0,0.0,0.0
361,0,0.0,0.0,1.0,0.05445717323939373,0.6666666666666666,0.125,0.25,0.25,0.3,0.5,1.0,1.0
362,0,0.5,0.0,1.0,0.05410739813385612,0.0,0.125,0.5,0.25,0.4,0.1,1.0,1.0
363,0,0.0,1.0,1.0,0.028212719478023115,0.16666666666666666,0.0,0.25,0.25,0.4,0.1,1.0,0.0
364,0,0.0,0.0,1.0,0.013760683560491965,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
365,0,0.0,0.0,0.0,0.030253985132996517,0.0,0.125,0.25,0.25,1.0,0.1,1.0,1.0
366,0,0.0,0.0,1.0,0.014151057562208049,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
367,1,1.0,1.0,1.0,0.14687821814567664,0.0,0.125,0.625,0.25,0.4,0.1,1.0,0.0
368,1,0.0,1.0,0.0,0.014110458666029575,0.0,0.0,0.25,0.25,0.4,0.0,0.0,0.0
369,1,0.0,1.0,0.0,0.015126992566498259,0.0,0.0,0.25,0.25,1.0,0.0,0.0,0.0
370,1,1.0,1.0,1.0,0.13526459159462315,0.0,0.0,0.875,0.25,0.4,0.0,0.0,0.0
371,1,1.0,0.0,1.0,0.1082149914547131,0.0,0.125,0.5,0.25,0.4,0.1,1.0,1.0
372,0,0.0,0.0,1.0,0.012678957201736696,0.0,0.125,0.25,0.25,0.3,0.1,1.0,1.0
373,0,0.0,0.0,1.0,0.015712553569072387,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
374,0,1.0,0.0,1.0,0.2647385704347907,0.0,0.0,0.875,0.25,0.4,0.0,0.0,0.0
375,0,0.0,1.0,1.0,0.04113566043083236,0.16666666666666666,0.375,0.25,0.25,0.3,0.4,1.0,0.0
376,1,1.0,1.0,0.0,0.16038672010106,0.0,0.125,0.875,0.25,0.4,0.1,1.0,0.0
377,1,0.0,1.0,1.0,0.014151057562208049,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
378,0,1.0,0.0,1.0,0.41282050681475896,0.3333333333333333,0.0,0.75,0.25,0.4,0.2,1.0,1.0
379,0,0.0,0.0,1.0,0.007831878409428937,0.0,0.0,0.25,0.25,0.4,0.0,0.0,0.0
380,0,0.0,0.0,1.0,0.015175789316712771,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
381,1,1.0,1.0,1.0,0.4440992237022602,0.0,0.0,0.875,0.25,0.4,0.0,0.0,0.0
382,1,0.0,1.0,1.0,0.030725752114070404,0.3333333333333333,0.0,0.25,0.25,0.4,0.2,1.0,0.0
383,0,0.0,0.0,1.0,0.015468569817999833,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
384,1,1.0,1.0,1.0,0.10149724044618187,0.0,0.125,0.875,0.25,0.3,0.1,1.0,0.0
385,0,0.0,0.0,0.0,0.015411575213749284,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
386,0,0.5,0.0,1.0,0.1434624456306609,0.0,0.0,0.5,0.25,0.3,0.0,0.0,0.0
387,0,0.0,0.0,1.0,0.09154270340242172,0.3333333333333333,0.625,0.25,0.25,0.3,0.7,1.0,1.0
388,1,0.5,1.0,1.0,0.025374310111545468,0.0,0.0,0.5,0.25,0.3,0.0,0.0,0.0
389,0,0.0,0.0,0.0,0.015086393670319786,0.0,0.0,0.25,0.25,1.0,0.0,0.0,0.0
390,1,0.5,1.0,1.0,0.023422440102965045,0.0,0.0,0.5,0.25,0.4,0.0,0.0,0.0
391,1,1.0,0.0,1.0,0.23422440102965045,0.3333333333333333,0.125,0.875,0.5,0.3,0.3,1.0,1.0
392,1,0.0,0.0,1.0,0.015216388212891242,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
393,0,0.0,0.0,1.0,0.015468569817999833,0.0,0.25,0.25,0.25,0.3,0.2,1.0,1.0
394,1,1.0,1.0,1.0,0.22109807522194713,0.0,0.125,0.625,0.25,0.4,0.1,1.0,0.0
395,1,0.0,1.0,1.0,0.03259622914329302,0.3333333333333333,0.0,0.25,0.25,0.3,0.2,1.0,0.0
396,0,0.0,0.0,1.0,0.015216388212891242,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
397,0,0.0,1.0,1.0,0.015330377421392339,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
398,0,0.5,0.0,1.0,0.050748620223090936,0.0,0.0,0.5,0.25,0.3,0.0,0.0,0.0
399,0,0.5,0.0,1.0,0.020494635090094415,0.0,0.0,0.5,0.25,0.3,0.0,0.0,0.0
400,1,0.5,1.0,1.0,0.02469115560854232,0.0,0.0,0.5,0.25,0.3,0.0,0.0,0.0
401,1,0.0,0.0,1.0,0.015468569817999833,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
402,0,0.0,0.0,1.0,0.015712553569072387,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
403,0,0.0,1.0,1.0,0.019177122834302632,0.0,0.125,0.25,0.25,0.3,0.1,1.0,0.0
404,0,0.0,0.0,1.0,0.030937139635999665,0.0,0.125,0.25,0.25,0.3,0.1,1.0,1.0
405,0,0.0,1.0,1.0,0.016908073949327893,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
406,0,0.5,0.0,1.0,0.04098927018018883,0.0,0.125,0.5,0.25,0.3,0.1,1.0,1.0
407,0,0.0,0.0,1.0,0.015126992566498259,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
408,1,0.5,0.0,1.0,0.03659756266088288,0.16666666666666666,0.125,0.5,0.25,0.3,0.2,1.0,1.0
409,0,0.0,0.0,1.0,0.015175789316712771,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
410,0,0.0,1.0,0.0,0.04970768794751499,0.16666666666666666,0.375,0.25,0.25,0.3,0.4,1.0,0.0
411,0,0.0,0.0,0.0,0.015411575213749284,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
412,0,0.0,0.0,0.0,0.013386510079847098,0.0,0.0,0.25,0.25,1.0,0.0,0.0,0.0
413,1,1.0,1.0,1.0,0.17566830077223786,0.0,0.125,0.75,0.25,1.0,0.1,1.0,0.0
414,0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.3,0.0,0.0,0.0
415,1,0.0,0.0,1.0,0.015468569817999833,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
416,0,0.0,1.0,0.0,0.015712553569072387,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
417,1,0.5,1.0,1.0,0.06343577527886367,0.16666666666666666,0.125,0.5,0.25,0.3,0.2,1.0,0.0
418,1,0.5,1.0,1.0,0.025374310111545468,0.3333333333333333,0.0,0.5,0.25,0.3,0.2,1.0,0.0
419,0,0.5,0.0,1.0,0.025374310111545468,0.0,0.0,0.5,0.25,0.3,0.0,0.0,0.0
420,0,0.0,1.0,1.0,0.04713766070721715,0.3333333333333333,0.0,0.25,0.25,0.3,0.2,1.0,0.0
421,0,0.0,0.0,0.0,0.015411575213749284,0.0,0.0,0.25,0.25,0.4,0.0,0.0,0.0
422,0,0.0,0.0,1.0,0.015094396337354966,0.0,0.0,0.25,0.25,1.0,0.0,0.0,0.0
423,0,0.0,0.0,1.0,0.015370976317570811,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
424,0,0.0,1.0,1.0,0.028106928123558056,0.16666666666666666,0.125,0.25,0.25,0.3,0.2,1.0,0.0
425,0,0.0,0.0,1.0,0.039452172548431745,0.16666666666666666,0.125,0.25,0.25,0.3,0.2,1.0,1.0
426,0,0.0,0.0,0.0,0.014151057562208049,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
427,1,0.5,1.0,1.0,0.050748620223090936,0.0,0.125,0.5,0.25,0.3,0.1,1.0,0.0
428,1,0.5,1.0,1.0,0.050748620223090936,0.0,0.0,0.5,0.25,0.3,0.0,0.0,0.0
429,0,0.0,0.0,0.0,0.015126992566498259,0.0,0.0,0.25,0.25,1.0,0.0,0.0,0.0
430,1,0.0,0.0,1.0,0.015712553569072387,0.0,0.0,0.5,0.25,0.3,0.0,0.0,0.0
431,1,1.0,0.0,1.0,0.051822148727810165,0.0,0.0,0.75,0.25,0.3,0.0,0.0,0.0
432,1,0.0,1.0,0.0,0.031425107138144774,0.0,0.125,0.25,0.25,0.3,0.1,1.0,0.0
433,1,0.5,1.0,1.0,0.050748620223090936,0.0,0.125,0.5,0.25,0.3,0.1,1.0,0.0
434,0,0.0,0.0,1.0,0.013907073811135496,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
435,0,1.0,0.0,1.0,0.1091095334796455,0.0,0.125,0.5,0.25,0.3,0.1,1.0,1.0
436,1,1.0,1.0,1.0,0.23422440102965045,0.3333333333333333,0.125,0.875,0.5,0.3,0.3,1.0,0.0
437,0,0.0,1.0,1.0,0.06709553154495196,0.3333333333333333,0.25,0.25,0.25,0.3,0.4,1.0,0.0
438,1,0.5,1.0,1.0,0.03659756266088288,0.5,0.25,0.5,0.25,0.3,0.5,1.0,0.0
439,0,1.0,0.0,1.0,0.5133418122566505,0.6666666666666666,0.125,0.75,0.75,0.3,0.5,1.0,1.0
440,0,0.5,0.0,1.0,0.020494635090094415,0.0,0.0,0.5,0.25,0.3,0.0,0.0,0.0
441,1,0.5,1.0,1.0,0.05123658772523604,0.16666666666666666,0.125,0.5,0.25,0.3,0.2,1.0,0.0
442,0,0.0,0.0,1.0,0.018542765081513996,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
443,0,0.0,0.0,1.0,0.015175789316712771,0.0,0.125,0.25,0.25,0.3,0.1,1.0,1.0
