PassengerId,Survived,ScaledClass,ScaledSex,AgeRecorded,ScaledFare,ScaledParch,ScaledSibSp,ScaledCabin,ScaledNumberOfCabins,ScaledEmbarked,ScaledSumFamily,OnOwn,MaleOnOwn
444,1,0.5,1.0,1.0,0.025374310111545468,0.0,0.0,0.5,0.25,0.3,0.0,0.0,0.0
445,1,0.0,0.0,0.0,0.015834545444608664,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
446,1,1.0,0.0,1.0,0.15977676072337862,0.3333333333333333,0.0,1.0,0.25,0.3,0.2,1.0,1.0
447,1,0.5,1.0,1.0,0.0380614651673182,0.16666666666666666,0.0,0.5,0.25,0.3,0.1,1.0,0.0
448,1,1.0,0.0,1.0,0.051822148727810165,0.0,0.0,0.875,0.25,0.3,0.0,0.0,0.0
449,1,0.0,1.0,1.0,0.03758969818624431,0.16666666666666666,0.25,0.25,0.25,0.4,0.3,1.0,0.0
450,1,1.0,0.0,1.0,0.05953203526170282,0.0,0.0,0.75,0.25,0.3,0.0,0.0,0.0
451,0,0.5,0.0,1.0,0.05416439273810667,0.3333333333333333,0.125,0.5,0.25,0.3,0.3,1.0,1.0
452,0,0.0,0.0,0.0,0.03897240290032268,0.0,0.125,0.25,0.25,0.3,0.1,1.0,1.0
453,0,1.0,0.0,1.0,0.05416439273810667,0.0,0.0,0.75,0.25,0.4,0.0,0.0,0.0
454,1,1.0,0.0,1.0,0.17391981561855152,0.0,0.125,0.75,0.25,0.4,0.1,1.0,1.0
455,0,0.0,0.0,0.0,0.015712553569072387,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
456,1,0.0,0.0,1.0,0.015411575213749284,0.0,0.0,0.25,0.25,0.4,0.0,0.0,0.0
457,0,1.0,0.0,1.0,0.051822148727810165,0.0,0.0,0.5,0.25,0.3,0.0,0.0,0.0
458,1,1.0,1.0,0.0,0.10122885832000206,0.0,0.125,0.625,0.25,0.3,0.1,1.0,0.0
459,1,0.5,1.0,1.0,0.020494635090094415,0.0,0.0,0.5,0.25,0.3,0.0,0.0,0.0
460,0,0.0,0.0,0.0,0.015126992566498259,0.0,0.0,0.25,0.25,1.0,0.0,0.0,0.0
461,1,1.0,0.0,1.0,0.051822148727810165,0.0,0.0,0.5,0.25,0.3,0.0,0.0,0.0
462,0,0.0,0.0,1.0,0.015712553569072387,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
463,0,1.0,0.0,1.0,0.07514699533034619,0.0,0.0,0.5,0.25,0.3,0.0,0.0,0.0
464,0,0.5,0.0,1.0,0.025374310111545468,0.0,0.0,0.5,0.25,0.3,0.0,0.0,0.0
465,0,0.0,0.0,0.0,0.015712553569072387,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
466,0,0.0,0.0,1.0,0.013760683560491965,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
467,0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.3,0.0,0.0,0.0
468,0,1.0,0.0,1.0,0.051822148727810165,0.0,0.0,0.875,0.25,0.3,0.0,0.0,0.0
469,0,0.0,0.0,0.0,0.015078195816283748,0.0,0.0,0.25,0.25,1.0,0.0,0.0,0.0
470,1,0.0,1.0,1.0,0.03758969818624431,0.16666666666666666,0.25,0.25,0.25,0.4,0.3,1.0,0.0
471,0,0.0,0.0,0.0,0.014151057562208049,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
472,0,0.0,0.0,1.0,0.016908073949327893,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
473,1,0.5,1.0,1.0,0.05416439273810667,0.3333333333333333,0.125,0.5,0.25,0.3,0.3,1.0,0.0
474,1,0.5,1.0,1.0,0.026919605597338588,0.0,0.0,0.625,0.25,0.4,0.0,0.0,0.0
475,0,0.0,1.0,1.0,0.019201521209409888,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
476,0,1.0,0.0,0.0,0.10149724044618187,0.0,0.0,1.0,0.25,0.3,0.0,0.0,0.0
477,0,0.5,0.0,1.0,0.04098927018018883,0.0,0.125,0.5,0.25,0.3,0.1,1.0,1.0
478,0,0.0,0.0,1.0,0.013752485706455927,0.0,0.125,0.25,0.25,0.3,0.1,1.0,1.0
479,0,0.0,0.0,1.0,0.014679623960531627,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
480,1,0.0,1.0,1.0,0.023983602730431916,0.16666666666666666,0.0,0.25,0.25,0.3,0.1,1.0,0.0
481,0,0.0,0.0,1.0,0.09154270340242172,0.3333333333333333,0.625,0.25,0.25,0.3,0.7,1.0,1.0
482,0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.3,0.0,0.0,0.0
483,0,0.0,0.0,1.0,0.015712553569072387,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
484,1,0.0,1.0,1.0,0.018713553707264782,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
485,1,1.0,0.0,1.0,0.17777475888549785,0.0,0.125,0.875,0.25,0.4,0.1,1.0,1.0
486,0,0.0,1.0,0.0,0.04970768794751499,0.16666666666666666,0.375,0.25,0.25,0.3,0.4,1.0,0.0
487,1,1.0,1.0,1.0,0.17566830077223786,0.0,0.125,0.75,0.25,0.3,0.1,1.0,0.0
488,0,1.0,0.0,1.0,0.057970539254838485,0.0,0.0,0.875,0.25,0.4,0.0,0.0,0.0
489,0,0.0,0.0,1.0,0.015712553569072387,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
490,1,0.0,0.0,1.0,0.031034733136428686,0.16666666666666666,0.125,0.25,0.25,0.3,0.2,1.0,1.0
491,0,0.0,0.0,0.0,0.03897240290032268,0.0,0.125,0.25,0.25,0.3,0.1,1.0,1.0
492,0,0.0,0.0,1.0,0.014151057562208049,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
493,0,1.0,0.0,1.0,0.05953203526170282,0.0,0.0,0.75,0.25,0.3,0.0,0.0,0.0
494,0,1.0,0.0,1.0,0.09662576327876685,0.0,0.0,0.875,0.25,0.4,0.0,0.0,0.0
495,0,0.0,0.0,1.0,0.015712553569072387,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
496,0,0.0,0.0,0.0,0.028220722145058292,0.0,0.0,0.25,0.25,0.4,0.0,0.0,0.0
497,1,1.0,1.0,1.0,0.1527664244005612,0.0,0.125,0.625,0.25,0.4,0.1,1.0,0.0
498,0,0.0,0.0,0.0,0.029473237129564348,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
499,0,1.0,1.0,1.0,0.29580589980036276,0.3333333333333333,0.125,0.75,0.5,0.3,0.3,1.0,0.0
500,0,0.0,0.0,1.0,0.015216388212891242,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
501,0,0.0,0.0,1.0,0.016908073949327893,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
502,0,0.0,1.0,1.0,0.015126992566498259,0.0,0.0,0.25,0.25,1.0,0.0,0.0,0.0
503,0,0.0,1.0,0.0,0.014891206669461744,0.0,0.0,0.25,0.25,1.0,0.0,0.0,0.0
504,0,0.0,1.0,1.0,0.018713553707264782,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
505,1,1.0,1.0,1.0,0.16883675574220638,0.0,0.0,0.875,0.25,0.3,0.0,0.0,0.0
506,0,1.0,0.0,1.0,0.2125586439344078,0.0,0.125,0.75,0.25,0.4,0.1,1.0,1.0
507,1,0.5,1.0,1.0,0.050748620223090936,0.3333333333333333,0.0,0.5,0.25,0.3,0.2,1.0,0.0
508,1,1.0,0.0,0.0,0.051822148727810165,0.0,0.0,0.875,0.25,0.3,0.0,0.0,0.0
509,0,0.0,0.0,1.0,0.04396587194327397,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
510,1,0.0,0.0,1.0,0.11027245763075773,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
511,1,0.0,0.0,1.0,0.015126992566498259,0.0,0.0,0.25,0.25,1.0,0.0,0.0,0.0
512,0,0.0,0.0,0.0,0.015712553569072387,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
513,1,1.0,0.0,1.0,0.05130978285055781,0.0,0.0,0.5,0.25,0.3,0.0,0.0,0.0
514,1,1.0,1.0,1.0,0.11594107850967697,0.0,0.125,0.875,0.25,0.4,0.1,1.0,0.0
515,0,0.0,0.0,1.0,0.014630827210317115,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
516,0,1.0,0.0,1.0,0.06640417918791278,0.0,0.0,0.625,0.25,0.3,0.0,0.0,0.0
517,1,0.5,1.0,1.0,0.020494635090094415,0.0,0.0,0.375,0.25,0.3,0.0,0.0,0.0
518,0,0.0,0.0,0.0,0.04713766070721715,0.0,0.0,0.25,0.25,1.0,0.0,0.0,0.0
519,1,0.5,1.0,1.0,0.050748620223090936,0.0,0.125,0.5,0.25,0.3,0.1,1.0,0.0
520,0,0.0,0.0,1.0,0.015411575213749284,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
521,1,1.0,1.0,1.0,0.18249984580226933,0.0,0.0,0.875,0.25,0.3,0.0,0.0,0.0
522,0,0.0,0.0,1.0,0.015411575213749284,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
523,0,0.0,0.0,0.0,0.014102260811993537,0.0,0.0,0.25,0.25,0.4,0.0,0.0,0.0
524,1,1.0,1.0,1.0,0.11316786160148591,0.16666666666666666,0.0,0.875,0.25,0.4,0.1,1.0,0.0
525,0,0.0,0.0,0.0,0.014110458666029575,0.0,0.0,0.25,0.25,0.4,0.0,0.0,0.0
526,0,0.0,0.0,1.0,0.015126992566498259,0.0,0.0,0.25,0.25,1.0,0.0,0.0,0.0
527,1,0.5,1.0,1.0,0.020494635090094415,0.0,0.0,0.5,0.25,0.3,0.0,0.0,0.0
528,0,1.0,0.0,0.0,0.4328841690069588,0.0,0.0,0.75,0.25,0.3,0.0,0.0,0.0
529,0,0.0,0.0,1.0,0.015468569817999833,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
530,0,0.5,0.0,1.0,0.022446505098674834,0.16666666666666666,0.25,0.5,0.25,0.3,0.3,1.0,1.0
531,1,0.5,1.0,1.0,0.050748620223090936,0.16666666666666666,0.125,0.5,0.25,0.3,0.2,1.0,0.0
532,0,0.0,0.0,0.0,0.014110458666029575,0.0,0.0,0.25,0.25,0.4,0.0,0.0,0.0
533,0,0.0,0.0,1.0,0.014110458666029575,0.16666666666666666,0.125,0.25,0.25,0.4,0.2,1.0,1.0
534,1,0.0,1.0,0.0,0.04364049521284361,0.3333333333333333,0.0,0.25,0.25,0.4,0.2,1.0,0.0
535,0,0.0,1.0,1.0,0.016908073949327893,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
536,1,0.5,1.0,1.0,0.05123658772523604,0.3333333333333333,0.0,0.5,0.25,0.3,0.2,1.0,0.0
537,0,1.0,0.0,1.0,0.051822148727810165,0.0,0.0,0.875,0.25,0.3,0.0,0.0,0.0
538,1,1.0,1.0,1.0,0.20772776566317125,0.0,0.0,0.875,0.25,0.4,0.0,0.0,0.0
539,0,0.0,0.0,0.0,0.028302115124416098,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
540,1,1.0,1.0,1.0,0.09661756542473081,0.3333333333333333,0.0,0.875,0.25,0.4,0.2,1.0,0.0
541,1,1.0,1.0,1.0,0.13858277060920984,0.3333333333333333,0.0,0.875,0.25,0.3,0.2,1.0,0.0
542,0,0.0,1.0,1.0,0.06104473451835265,0.3333333333333333,0.5,0.25,0.25,0.3,0.6,1.0,0.0
543,0,0.0,1.0,1.0,0.06104473451835265,0.3333333333333333,0.5,0.25,0.25,0.3,0.6,1.0,0.0
544,1,0.5,0.0,1.0,0.050748620223090936,0.0,0.125,0.5,0.25,0.3,0.1,1.0,1.0
545,0,1.0,0.0,1.0,0.20772776566317125,0.0,0.125,0.75,0.25,0.4,0.1,1.0,1.0
546,0,1.0,0.0,1.0,0.050748620223090936,0.0,0.0,0.875,0.25,0.3,0.0,0.0,0.0
547,1,0.5,1.0,1.0,0.050748620223090936,0.0,0.125,0.5,0.25,0.3,0.1,1.0,0.0
548,1,0.5,0.0,0.0,0.02705779799394608,0.0,0.0,0.5,0.25,0.4,0.0,0.0,0.0
549,0,0.0,0.0,1.0,0.04006213192611313,0.16666666666666666,0.125,0.25,0.25,0.3,0.2,1.0,1.0
550,1,0.5,0.0,1.0,0.07173122281533045,0.16666666666666666,0.125,0.5,0.25,0.3,0.2,1.0,1.0
551,1,1.0,0.0,1.0,0.21642978772242535,0.3333333333333333,0.0,0.75,0.25,0.4,0.2,1.0,1.0
552,0,0.5,0.0,1.0,0.050748620223090936,0.0,0.0,0.5,0.25,0.3,0.0,0.0,0.0
553,0,0.0,0.0,0.0,0.015281580671177828,0.0,0.0,0.25,0.25,1.0,0.0,0.0,0.0
554,1,0.0,0.0,1.0,0.014102260811993537,0.0,0.0,0.25,0.25,0.4,0.0,0.0,0.0
555,1,0.0,1.0,1.0,0.015175789316712771,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
556,0,1.0,0.0,1.0,0.051822148727810165,0.0,0.0,0.875,0.25,0.3,0.0,0.0,0.0
557,1,1.0,1.0,1.0,0.07729405233978466,0.0,0.125,1.0,0.25,0.4,0.1,1.0,0.0
558,0,1.0,0.0,0.0,0.4440992237022602,0.0,0.0,0.875,0.25,0.4,0.0,0.0,0.0
559,1,1.0,1.0,1.0,0.1554664461834305,0.16666666666666666,0.125,0.5,0.25,0.3,0.2,1.0,0.0
560,1,0.0,1.0,1.0,0.033962538149299316,0.0,0.125,0.25,0.25,0.3,0.1,1.0,0.0
561,0,0.0,0.0,0.0,0.015126992566498259,0.0,0.0,0.25,0.25,1.0,0.0,0.0,0.0
562,0,0.0,0.0,1.0,0.015411575213749284,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
563,0,0.5,0.0,1.0,0.026350245115835676,0.0,0.0,0.5,0.25,0.3,0.0,0.0,0.0
564,0,0.0,0.0,0.0,0.015712553569072387,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
565,0,0.0,1.0,0.0,0.015712553569072387,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
566,0,0.0,0.0,1.0,0.04713766070721715,0.0,0.25,0.25,0.25,0.3,0.2,1.0,1.0
567,0,0.0,0.0,1.0,0.015411575213749284,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
568,0,0.0,1.0,1.0,0.04113566043083236,0.6666666666666666,0.0,0.25,0.25,0.3,0.4,1.0,0.0
569,0,0.0,0.0,0.0,0.014110458666029575,0.0,0.0,0.25,0.25,0.4,0.0,0.0,0.0
570,1,0.0,0.0,1.0,0.015330377421392339,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
571,1,0.5,0.0,1.0,0.020494635090094415,0.0,0.0,0.5,0.25,0.3,0.0,0.0,0.0
572,1,1.0,1.0,1.0,0.10048070654571319,0.0,0.25,0.75,0.25,0.3,0.2,1.0,0.0
573,1,1.0,0.0,1.0,0.051504969851415845,0.0,0.0,0.5,0.25,0.3,0.0,0.0,0.0
574,1,0.0,1.0,0.0,0.015126992566498259,0.0,0.0,0.25,0.25,1.0,0.0,0.0,0.0
575,0,0.0,0.0,1.0,0.015712553569072387,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
576,0,0.0,0.0,1.0,0.028302115124416098,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
577,1,0.5,1.0,1.0,0.025374310111545468,0.0,0.0,0.5,0.25,0.3,0.0,0.0,0.0
578,1,1.0,1.0,1.0,0.1091095334796455,0.0,0.125,0.5,0.25,0.3,0.1,1.0,0.0
579,0,0.0,1.0,0.0,0.028220722145058292,0.0,0.125,0.25,0.25,0.4,0.1,1.0,0.0
580,1,0.0,0.0,1.0,0.015468569817999833,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
581,1,0.5,1.0,1.0,0.05855610025741261,0.16666666666666666,0.125,0.5,0.25,0.3,0.2,1.0,0.0
582,1,1.0,1.0,1.0,0.21642978772242535,0.16666666666666666,0.125,0.75,0.25,0.4,0.2,1.0,0.0
583,0,0.5,0.0,1.0,0.050748620223090936,0.0,0.0,0.5,0.25,0.3,0.0,0.0,0.0
584,0,1.0,0.0,1.0,0.07831878409428937,0.0,0.0,1.0,0.25,0.4,0.0,0.0,0.0
585,0,0.0,0.0,0.0,0.017005667449756914,0.0,0.0,0.25,0.25,0.4,0.0,0.0,0.0
586,1,1.0,1.0,1.0,0.1554664461834305,0.3333333333333333,0.0,0.5,0.25,0.3,0.2,1.0,0.0
587,0,0.5,0.0,1.0,0.029278050128706306,0.0,0.0,0.5,0.25,0.3,0.0,0.0,0.0
588,1,1.0,0.0,1.0,0.15458810467956932,0.16666666666666666,0.125,0.875,0.25,0.4,0.2,1.0,1.0
589,0,0.0,0.0,1.0,0.015712553569072387,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
590,0,0.0,0.0,0.0,0.015712553569072387,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
591,0,0.0,0.0,1.0,0.013907073811135496,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
592,1,1.0,1.0,1.0,0.1527664244005612,0.0,0.125,0.625,0.25,0.4,0.1,1.0,0.0
593,0,0.0,0.0,1.0,0.014151057562208049,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
594,0,0.0,1.0,0.0,0.015126992566498259,0.3333333333333333,0.0,0.25,0.25,1.0,0.2,1.0,0.0
595,0,0.5,0.0,1.0,0.050748620223090936,0.0,0.125,0.5,0.25,0.3,0.1,1.0,1.0
596,0,0.0,0.0,1.0,0.04713766070721715,0.16666666666666666,0.125,0.25,0.25,0.3,0.2,1.0,1.0
597,1,0.5,1.0,0.0,0.06441171028315387,0.0,0.0,0.5,0.25,0.3,0.0,0.0,0.0
598,0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
599,0,0.0,0.0,0.0,0.014102260811993537,0.0,0.0,0.25,0.25,0.4,0.0,0.0,0.0
600,1,1.0,0.0,1.0,0.11111839809247648,0.0,0.125,1.0,0.25,0.4,0.1,1.0,1.0
601,1,0.5,1.0,1.0,0.05270049023167135,0.16666666666666666,0.25,0.5,0.25,0.3,0.3,1.0,0.0
602,0,0.0,0.0,0.0,0.015411575213749284,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
603,0,1.0,0.0,0.0,0.08275928836380983,0.0,0.0,0.875,0.25,0.3,0.0,0.0,0.0
604,0,0.0,0.0,1.0,0.015712553569072387,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
605,1,1.0,0.0,1.0,0.051822148727810165,0.0,0.0,0.875,0.25,0.4,0.0,0.0,0.0
606,0,0.0,0.0,1.0,0.030351578633425542,0.0,0.125,0.25,0.25,0.3,0.1,1.0,1.0
607,0,0.0,0.0,1.0,0.015411575213749284,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
608,1,1.0,0.0,1.0,0.05953203526170282,0.0,0.0,0.875,0.25,0.3,0.0,0.0,0.0
609,1,0.5,1.0,1.0,0.08115719346076702,0.3333333333333333,0.125,0.5,0.25,0.4,0.3,1.0,0.0
610,1,1.0,1.0,1.0,0.2995388511917728,0.0,0.0,0.75,0.25,0.3,0.0,0.0,0.0
611,0,0.0,1.0,1.0,0.06104473451835265,0.8333333333333334,0.125,0.25,0.25,0.3,0.6,1.0,0.0
612,0,0.0,0.0,0.0,0.013760683560491965,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
613,1,0.0,1.0,0.0,0.030253985132996517,0.0,0.125,0.25,0.25,1.0,0.1,1.0,0.0
614,0,0.0,0.0,0.0,0.015126992566498259,0.0,0.0,0.25,0.25,1.0,0.0,0.0,0.0
615,0,0.0,0.0,1.0,0.015712553569072387,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
616,1,0.5,1.0,1.0,0.12687155055772734,0.3333333333333333,0.125,0.5,0.25,0.3,0.3,1.0,0.0
617,0,0.0,0.0,1.0,0.028106928123558056,0.16666666666666666,0.125,0.25,0.25,0.3,0.2,1.0,1.0
618,0,0.0,1.0,1.0,0.031425107138144774,0.0,0.125,0.25,0.25,0.3,0.1,1.0,0.0
619,1,0.5,1.0,1.0,0.0761229303346364,0.16666666666666666,0.25,0.375,0.25,0.3,0.3,1.0,0.0
620,0,0.5,0.0,1.0,0.020494635090094415,0.0,0.0,0.5,0.25,0.3,0.0,0.0,0.0
621,0,0.0,0.0,1.0,0.028212719478023115,0.0,0.125,0.25,0.25,0.4,0.1,1.0,1.0
622,1,1.0,0.0,1.0,0.10257896680493714,0.0,0.125,0.625,0.25,0.3,0.1,1.0,1.0
623,1,0.0,0.0,1.0,0.030725752114070404,0.16666666666666666,0.125,0.25,0.25,0.4,0.2,1.0,1.0
624,0,0.0,0.0,1.0,0.015330377421392339,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
625,0,0.0,0.0,1.0,0.031425107138144774,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
626,0,1.0,0.0,1.0,0.06308600017332605,0.0,0.0,0.625,0.25,0.3,0.0,0.0,0.0
627,0,0.5,0.0,1.0,0.024105594605968193,0.0,0.0,0.5,0.25,1.0,0.0,0.0,0.0
628,1,1.0,1.0,1.0,0.15216446768991498,0.0,0.0,0.625,0.25,0.3,0.0,0.0,0.0
629,0,0.0,0.0,1.0,0.015411575213749284,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
630,0,0.0,0.0,0.0,0.015094396337354966,0.0,0.0,0.25,0.25,1.0,0.0,0.0,0.0
631,1,1.0,0.0,1.0,0.05855610025741261,0.0,0.0,1.0,0.25,0.3,0.0,0.0,0.0
632,0,0.0,0.0,1.0,0.013768881414528002,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
633,1,1.0,0.0,1.0,0.05953203526170282,0.0,0.0,0.875,0.25,0.4,0.0,0.0,0.0
634,0,1.0,0.0,0.0,0.0,0.0,0.0,0.875,0.25,0.3,0.0,0.0,0.0
635,0,0.0,1.0,1.0,0.05445717323939373,0.3333333333333333,0.375,0.25,0.25,0.3,0.5,1.0,0.0
636,1,0.5,1.0,1.0,0.025374310111545468,0.0,0.0,0.5,0.25,0.3,0.0,0.0,0.0
637,0,0.0,0.0,1.0,0.015468569817999833,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
638,0,0.5,0.0,1.0,0.05123658772523604,0.16666666666666666,0.125,0.5,0.25,0.3,0.2,1.0,1.0
639,0,0.0,1.0,1.0,0.07746484096553544,0.8333333333333334,0.0,0.25,0.25,0.3,0.5,1.0,0.0
640,0,0.0,0.0,0.0,0.031425107138144774,0.0,0.125,0.25,0.25,0.3,0.1,1.0,1.0
641,0,0.0,0.0,1.0,0.015330377421392339,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
642,1,1.0,1.0,1.0,0.13526459159462315,0.0,0.0,0.875,0.25,0.4,0.0,0.0,0.0
643,0,0.0,1.0,1.0,0.05445717323939373,0.3333333333333333,0.375,0.25,0.25,0.3,0.5,1.0,0.0
644,1,0.0,0.0,0.0,0.11027245763075773,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
645,1,0.0,1.0,1.0,0.03758969818624431,0.16666666666666666,0.25,0.25,0.25,0.4,0.3,1.0,0.0
646,1,1.0,0.0,1.0,0.1497654242623688,0.0,0.125,0.625,0.25,0.4,0.1,1.0,1.0
647,0,0.0,0.0,1.0,0.015411575213749284,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
648,1,1.0,0.0,1.0,0.06929138530460492,0.0,0.0,1.0,0.25,0.4,0.0,0.0,0.0
649,0,0.0,0.0,0.0,0.014736618564782174,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
650,1,0.0,1.0,1.0,0.014736618564782174,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
651,0,0.0,0.0,0.0,0.015411575213749284,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
652,1,0.5,1.0,1.0,0.04489301019734967,0.16666666666666666,0.0,0.5,0.25,0.3,0.1,1.0,0.0
653,0,0.0,0.0,1.0,0.01646070534336126,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
654,1,0.0,1.0,0.0,0.015281580671177828,0.0,0.0,0.25,0.25,1.0,0.0,0.0,0.0
655,0,0.0,1.0,1.0,0.013175122557917838,0.0,0.0,0.25,0.25,1.0,0.0,0.0,0.0
656,0,0.5,0.0,1.0,0.1434624456306609,0.0,0.25,0.5,0.25,0.3,0.2,1.0,1.0
657,0,0.0,0.0,0.0,0.015411575213749284,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
658,0,0.0,1.0,1.0,0.030253985132996517,0.16666666666666666,0.125,0.25,0.25,1.0,0.2,1.0,0.0
659,0,0.5,0.0,1.0,0.025374310111545468,0.0,0.0,0.5,0.25,0.3,0.0,0.0,0.0
660,0,1.0,0.0,1.0,0.22109807522194713,0.3333333333333333,0.0,0.625,0.25,0.4,0.2,1.0,1.0
661,1,1.0,0.0,1.0,0.2608674266467732,0.0,0.25,0.875,0.25,0.3,0.2,1.0,1.0
662,0,0.0,0.0,1.0,0.014102260811993537,0.0,0.0,0.25,0.25,0.4,0.0,0.0,0.0
663,0,1.0,0.0,1.0,0.04994347384455151,0.0,0.0,0.5,0.25,0.3,0.0,0.0,0.0
664,0,0.0,0.0,1.0,0.014630827210317115,0.0,0.0,0.25,0.25,0.3,0.0,0.0,0.0
665,1,0.0,0.0,1.0,0.015468569817999833,0.0,0.125,0.25,0.25,0.3,0.1,1.0,1.0
666,0,0.5,0.0,1.0,0.1434624456306609,0.0,0.25,0.5,0.25,0.3,0.2,1.0,1.0
667,0,0.5,0.0,1.0,0.025374310111545468,0.0,0.0,0.5,0.25,0.3,0.0,0.0,0.0
